County FIPS,demand_covered,total_demand_of_county,hot_spot,county_name,state_name,priority,percentage_for_30,percentage_for_50,percentage_for_70
1001,19,23,0.041167732,Autauga,AL,23,82.60869565,100,100
1003,22,27,0.012094932,Baldwin,AL,27,81.48148148,100,100
1005,12,12,0.048610548,Barbour,AL,12,100,100,100
1007,3,3,0.013396445,Bibb,AL,3,100,100,100
1009,5,5,0.00864663,Blount,AL,5,100,100,100
1011,8,8,0.079200079,Bullock,AL,8,100,100,100
1013,57,72,0.370218017,Butler,AL,72,79.16666667,100,100
1015,15,15,0.013203644,Calhoun,AL,15,100,100,100
1017,14,14,0.042100198,Chambers,AL,14,100,100,100
1019,6,6,0.02290426,Cherokee,AL,6,100,100,100
1021,8,8,0.018006662,Chilton,AL,8,100,100,100
1023,13,13,0.103264755,Choctaw,AL,13,100,100,100
1025,16,17,0.071966811,Clarke,AL,17,94.11764706,100,100
1027,3,4,0.030222894,Clay,AL,4,75,100,100
1029,1,1,0.006706908,Cleburne,AL,1,100,100,100
1031,14,21,0.040120744,Coffee,AL,21,66.66666667,100,100
1033,21,22,0.039825492,Colbert,AL,22,95.45454545,100,100
1035,3,3,0.024861192,Conecuh,AL,3,100,100,100
1037,2,2,0.018756448,Coosa,AL,2,100,100,100
1039,9,10,0.026991282,Covington,AL,10,90,100,100
1041,12,15,0.108916642,Crenshaw,AL,15,80,100,100
1043,5,6,0.00716264,Cullman,AL,6,83.33333333,100,100
1045,9,10,0.020336777,Dale,AL,10,90,100,100
1047,42,43,0.115603828,Dallas,AL,43,97.6744186,100,100
1049,42,43,0.060128928,DeKalb,AL,43,97.6744186,100,100
1051,28,34,0.041867281,Elmore,AL,34,82.35294118,100,100
1053,5,5,0.013648896,Escambia,AL,5,100,100,100
1055,26,33,0.032268158,Etowah,AL,33,78.78787879,100,100
1057,1,1,0.006134217,Fayette,AL,1,100,100,100
1059,87,94,0.299725783,Franklin,AL,94,92.55319149,100,100
1061,4,4,0.015225915,Geneva,AL,4,100,100,100
1063,12,12,0.147947232,Greene,AL,12,100,100,100
1065,14,14,0.095556617,Hale,AL,14,100,100,100
1067,4,4,0.023249056,Henry,AL,4,100,100,100
1069,11,12,0.011333371,Houston,AL,12,91.66666667,100,100
1071,7,7,0.013559059,Jackson,AL,7,100,100,100
1073,95,124,0.018828588,Jefferson,AL,124,76.61290323,100,100
1075,2,2,0.014487505,Lamar,AL,2,100,100,100
1077,27,29,0.031273927,Lauderdale,AL,29,93.10344828,100,100
1079,7,8,0.024298384,Lawrence,AL,8,87.5,100,100
1081,23,25,0.015193689,Lee,AL,25,92,100,100
1083,6,7,0.007076783,Limestone,AL,7,85.71428571,100,100
1085,26,26,0.267324697,Lowndes,AL,26,100,100,100
1087,6,7,0.038742528,Macon,AL,7,85.71428571,100,100
1089,9,15,0.004022429,Madison,AL,15,60,100,100
1091,18,18,0.095424906,Marengo,AL,18,100,100,100
1093,8,9,0.03029385,Marion,AL,9,88.88888889,100,100
1095,128,130,0.134333602,Marshall,AL,130,98.46153846,100,100
1097,200,221,0.053483701,Mobile,AL,221,90.49773756,100,100
1099,2,2,0.009646457,Monroe,AL,2,100,100,100
1101,132,164,0.072410657,Montgomery,AL,164,80.48780488,100,100
1103,13,14,0.011697959,Morgan,AL,14,92.85714286,100,100
1105,5,5,0.056034966,Perry,AL,5,100,100,100
1107,11,11,0.055193176,Pickens,AL,11,100,100,100
1109,17,17,0.051337803,Pike,AL,17,100,100,100
1111,24,24,0.105624505,Randolph,AL,24,100,100,100
1113,13,13,0.022428875,Russell,AL,13,100,100,100
1115,7,8,0.008937349,St. Clair,AL,8,87.5,100,100
